image_name,target
ISIC_0052060,0.0244571752846241
ISIC_0052349,0.024212482074896496
ISIC_0058510,0.026308936377366383
ISIC_0073313,0.027947493518392246
ISIC_0073502,0.03506614205737909
ISIC_0074618,0.02407598743836085
ISIC_0076801,0.032254427671432495
ISIC_0077586,0.029035599902272224
ISIC_0082004,0.02944016580780347
ISIC_0082785,0.027212971821427345
ISIC_0085332,0.021931843211253483
ISIC_0087243,0.02266865223646164
ISIC_0088167,0.023358966534336407
ISIC_0089356,0.026445909092823666
ISIC_0090283,0.04184896436830362
ISIC_0092481,0.026503552372256916
ISIC_0095455,0.026320811361074448
ISIC_0095790,0.024737338225046795
ISIC_0097719,0.046561144292354584
ISIC_0099348,0.038174654046694435
ISIC_0101040,0.024083153655131657
ISIC_0101383,0.023303185900052387
ISIC_0105104,0.09528339157501857
ISIC_0108196,0.024782325451572735
ISIC_0112420,0.5846174657344818
ISIC_0114232,0.02516399386028449
ISIC_0115798,0.029667890320221584
ISIC_0116844,0.026030258586009342
ISIC_0126432,0.027659766376018524
ISIC_0131485,0.02601839539905389
ISIC_0131912,0.02448734703163306
ISIC_0131978,0.025409916415810585
ISIC_0139322,0.03093131196995576
ISIC_0142066,0.029010551050305367
ISIC_0143109,0.02568761942287286
ISIC_0148210,0.030340875188509624
ISIC_0148937,0.026041119669874508
ISIC_0150213,0.024148161212603252
ISIC_0152553,0.02567832979063193
ISIC_0153127,0.028106437375148136
ISIC_0154289,0.027534812067945797
ISIC_0155813,0.10457469522953033
ISIC_0155983,0.20036341746648154
ISIC_0157088,0.026057322820027668
ISIC_0158761,0.02384922094643116
ISIC_0161963,0.028248580172657967
ISIC_0165178,0.021917068709929783
ISIC_0165230,0.027554132665197056
ISIC_0165615,0.02646539794902007
ISIC_0165617,0.02927156227330367
ISIC_0165674,0.024666984255115192
ISIC_0165928,0.025180354093511898
ISIC_0166561,0.026016252115368843
ISIC_0168125,0.022735928495724995
ISIC_0169378,0.03228378606339296
ISIC_0169575,0.026543511698643368
ISIC_0169906,0.16661683221658072
ISIC_0171865,0.12349004050095876
ISIC_0172678,0.02218356728553772
ISIC_0174800,0.024033314858873684
ISIC_0175014,0.0342414869616429
ISIC_0175798,0.06041652833422025
ISIC_0176152,0.04032589867711067
ISIC_0177083,0.027779790262381237
ISIC_0178235,0.21306797862052917
ISIC_0178258,0.030546718587478
ISIC_0178428,0.06280506650606792
ISIC_0178741,0.03303965305288633
ISIC_0180057,0.028295468538999557
ISIC_0182213,0.14363748828570047
ISIC_0183334,0.02513257662455241
ISIC_0183449,0.15250378598769507
ISIC_0183658,0.025553568576773007
ISIC_0183771,0.03421251227458318
ISIC_0186715,0.04947573505342007
ISIC_0187786,0.02487348827222983
ISIC_0188485,0.0284341915200154
ISIC_0191895,0.0498612467199564
ISIC_0192184,0.028155673916141193
ISIC_0192807,0.027321964502334595
ISIC_0193289,0.10274714231491089
ISIC_0194115,0.027119788030783337
ISIC_0195744,0.02268557312587897
ISIC_0195995,0.024569798881808918
ISIC_0196159,0.04083100457986196
ISIC_0196622,0.024036278948187828
ISIC_0196807,0.04071371629834175
ISIC_0197182,0.02004775715370973
ISIC_0197440,0.04782150313258171
ISIC_0197860,0.07936808528999488
ISIC_0198376,0.025043032442529995
ISIC_0198622,0.026644639670848846
ISIC_0199195,0.023930042361219723
ISIC_0199718,0.02612963815530141
ISIC_0199780,0.023805492247144382
ISIC_0200120,0.2318429003159205
ISIC_0204399,0.026352655763427418
ISIC_0204875,0.02579895096520583
ISIC_0205627,0.0258526715139548
ISIC_0206261,0.028053178762396175
ISIC_0206934,0.08882905046145122
ISIC_0207197,0.05605210239688555
ISIC_0208233,0.0644556072851022
ISIC_0209640,0.022801021113991737
ISIC_0210915,0.026231123134493828
ISIC_0212435,0.02337599607805411
ISIC_0212468,0.0233406995733579
ISIC_0213848,0.02281068389614423
ISIC_0216203,0.02904060420890649
ISIC_0216447,0.21306506047646204
ISIC_0220438,0.10689597576856613
ISIC_0220466,0.032104513297478356
ISIC_0223354,0.023415622611840565
ISIC_0223463,0.056525652607282005
ISIC_0223760,0.025394007563591003
ISIC_0224309,0.0273789931088686
ISIC_0225471,0.021778945500651996
ISIC_0225894,0.02027548911670844
ISIC_0226234,0.027195418253540993
ISIC_0227767,0.022888320808609326
ISIC_0228452,0.02977191222210725
ISIC_0229266,0.025635334352652233
ISIC_0230247,0.025794342160224915
ISIC_0230499,0.032965268939733505
ISIC_0231539,0.040421118338902794
ISIC_0231788,0.023874469722310703
ISIC_0232763,0.04118684430917104
ISIC_0235107,0.02209542195002238
ISIC_0235501,0.07597319409251213
ISIC_0235505,0.034030403941869736
ISIC_0235542,0.022695584843556087
ISIC_0238185,0.024238393331567448
ISIC_0238872,0.033393491680423416
ISIC_0239635,0.03044621708492438
ISIC_0240839,0.0256569292396307
ISIC_0241566,0.093704288204511
ISIC_0243686,0.031861341247955956
ISIC_0243937,0.027378127599755924
ISIC_0244266,0.025395194068551064
ISIC_0244465,0.02858625662823518
ISIC_0244617,0.029084259644150734
ISIC_0244885,0.023062365750471752
ISIC_0245273,0.046362134317557015
ISIC_0246008,0.02413124094406764
ISIC_0246211,0.02339605304102103
ISIC_0248702,0.022860083729028702
ISIC_0251455,0.044002298886577286
ISIC_0251656,0.026716316118836403
ISIC_0252811,0.027666360139846802
ISIC_0254594,0.023416371395190556
ISIC_0255112,0.02113111379245917
