image_name,target
ISIC_0052060,0.030099336
ISIC_0052349,0.01309394
ISIC_0058510,0.013896001
ISIC_0073313,0.01100187
ISIC_0073502,0.01100187
ISIC_0074618,0.018351015
ISIC_0076801,0.023247188
ISIC_0077586,0.01100187
ISIC_0082004,0.01100187
ISIC_0082785,0.029300848
ISIC_0085332,0.019405778
ISIC_0087243,0.026007263
ISIC_0088167,0.01100187
ISIC_0089356,0.02167398
ISIC_0090283,0.013896001
ISIC_0092481,0.0141728325
ISIC_0095455,0.011147977
ISIC_0095790,0.029062392
ISIC_0097719,0.0148712555
ISIC_0099348,0.011305042
ISIC_0101040,0.01100187
ISIC_0101383,0.013896001
ISIC_0105104,0.01100187
ISIC_0108196,0.015434251
ISIC_0112420,0.04001127
ISIC_0114232,0.01100187
ISIC_0115798,0.020929726
ISIC_0116844,0.013896001
ISIC_0126432,0.016561717
ISIC_0131485,0.020087613
ISIC_0131912,0.01100187
ISIC_0131978,0.020087613
ISIC_0139322,0.01100187
ISIC_0142066,0.01100187
ISIC_0143109,0.01100187
ISIC_0148210,0.013591832
ISIC_0148937,0.020087613
ISIC_0150213,0.019388687
ISIC_0152553,0.013281791
ISIC_0153127,0.014909984
ISIC_0154289,0.013118104
ISIC_0155813,0.022396388
ISIC_0155983,0.029920349
ISIC_0157088,0.013561976
ISIC_0158761,0.01100187
ISIC_0161963,0.01100187
ISIC_0165178,0.022184353
ISIC_0165230,0.018552998
ISIC_0165615,0.01100187
ISIC_0165617,0.022912353
ISIC_0165674,0.01108058
ISIC_0165928,0.01435761
ISIC_0166561,0.012737145
ISIC_0168125,0.017292833
ISIC_0169378,0.026834441
ISIC_0169575,0.013896001
ISIC_0169906,0.03634397
ISIC_0171865,0.03371865
ISIC_0172678,0.017097814
ISIC_0174800,0.016779998
ISIC_0175014,0.016548427
ISIC_0175798,0.024353677
ISIC_0176152,0.020362128
ISIC_0177083,0.011076097
ISIC_0178235,0.040680736
ISIC_0178258,0.022912353
ISIC_0178428,0.016559597
ISIC_0178741,0.023473628
ISIC_0180057,0.013896001
ISIC_0182213,0.021977603
ISIC_0183334,0.019388687
ISIC_0183449,0.032011498
ISIC_0183658,0.011232718
ISIC_0183771,0.025962368
ISIC_0186715,0.019679587
ISIC_0187786,0.01100187
ISIC_0188485,0.017905267
ISIC_0191895,0.03376008
ISIC_0192184,0.020894641
ISIC_0192807,0.011147977
ISIC_0193289,0.016561717
ISIC_0194115,0.017244378
ISIC_0195744,0.02046617
ISIC_0195995,0.014661775
ISIC_0196159,0.02944246
ISIC_0196622,0.016202591
ISIC_0196807,0.013896001
ISIC_0197182,0.01100187
ISIC_0197440,0.020087613
ISIC_0197860,0.017266179
ISIC_0198376,0.017097814
ISIC_0198622,0.011457104
ISIC_0199195,0.019647315
ISIC_0199718,0.01100187
ISIC_0199780,0.017097814
ISIC_0200120,0.020087613
ISIC_0204399,0.01100187
ISIC_0204875,0.01100187
ISIC_0205627,0.01100187
ISIC_0206261,0.016059183
ISIC_0206934,0.025658526
ISIC_0207197,0.016912939
ISIC_0208233,0.017097814
ISIC_0209640,0.020225737
ISIC_0210915,0.01100187
ISIC_0212435,0.01100187
ISIC_0212468,0.029203357
ISIC_0213848,0.0412449
ISIC_0216203,0.016140897
ISIC_0216447,0.020938853
ISIC_0220438,0.030099336
ISIC_0220466,0.019388687
ISIC_0223354,0.020087613
ISIC_0223463,0.015211411
ISIC_0223760,0.01100187
ISIC_0224309,0.020087613
ISIC_0225471,0.01998879
ISIC_0225894,0.011618337
ISIC_0226234,0.01100187
ISIC_0227767,0.016125305
ISIC_0228452,0.011232718
ISIC_0229266,0.014359919
ISIC_0230247,0.014386419
ISIC_0230499,0.01146684
ISIC_0231539,0.01100187
ISIC_0231788,0.014309973
ISIC_0232763,0.032064028
ISIC_0235107,0.01100187
ISIC_0235501,0.016561717
ISIC_0235505,0.016461866
ISIC_0235542,0.032504775
ISIC_0238185,0.01139157
ISIC_0238872,0.01749447
ISIC_0239635,0.01608252
ISIC_0240839,0.01100187
ISIC_0241566,0.012563304
ISIC_0243686,0.016572315
ISIC_0243937,0.015445596
ISIC_0244266,0.01100187
ISIC_0244465,0.017097814
ISIC_0244617,0.020087613
ISIC_0244885,0.01100187
ISIC_0245273,0.019388687
ISIC_0246008,0.019643962
ISIC_0246211,0.019647315
ISIC_0248702,0.01100187
ISIC_0251455,0.016013032
ISIC_0251656,0.013485113
ISIC_0252811,0.013664661
ISIC_0254594,0.01100187
ISIC_0255112,0.01100187
ISIC_0256267,0.012664871
ISIC_0258149,0.024758799
ISIC_0258489,0.01100187
ISIC_0258717,0.02545061
ISIC_0259209,0.019838061
ISIC_0259237,0.01100187
ISIC_0261866,0.01100187
ISIC_0261904,0.016253915
ISIC_0261907,0.013896001
ISIC_0262392,0.019679587
ISIC_0262492,0.023247188
ISIC_0263920,0.020087613
ISIC_0265011,0.013118104
ISIC_0267082,0.019207994
ISIC_0268025,0.023785863
ISIC_0268451,0.017097814
ISIC_0269476,0.017097814
ISIC_0270022,0.01100187
ISIC_0270367,0.011542177
ISIC_0271223,0.019647315
ISIC_0272190,0.013896001
ISIC_0273533,0.016461866
ISIC_0274458,0.020095568
ISIC_0274698,0.011465618
ISIC_0274789,0.035615623
ISIC_0276718,0.01100187
ISIC_0280382,0.013973728
ISIC_0280752,0.01100187
ISIC_0280782,0.020772517
ISIC_0280827,0.018585846
ISIC_0281227,0.011232718
ISIC_0282269,0.021228727
ISIC_0282486,0.012827499
ISIC_0282737,0.01100187
ISIC_0284147,0.011157673
ISIC_0284441,0.019388687
ISIC_0284485,0.02076266
ISIC_0285491,0.017768677
ISIC_0285697,0.01100187
ISIC_0286688,0.023087913
